user_id,anime_id,rating
4,190,7
4,1699,9
4,128,5
4,71,8
4,4224,9
4,61,7
4,334,8
4,7103,7
4,6045,10
4,1579,9
4,690,7
4,6023,7
4,807,7
4,123,10
4,1142,9
4,5630,8
4,393,5
4,4898,7
4,4752,9
4,179,6
4,1542,8
4,3457,9
4,3655,8
4,3470,8
4,371,7
4,1222,8
4,585,9
4,381,7
4,1860,8
4,819,8
4,1914,8
4,150,9
4,3731,9
4,345,8
4,105,8
4,164,7
4,2105,7
4,5300,7
4,2926,8
4,5030,5
4,1043,7
4,4477,9
4,1691,8
4,3359,7
4,2369,8
4,743,7
4,156,7
4,907,7
4,127,7
4,59,7
4,1029,7
4,530,7
4,1601,7
4,4975,6
4,124,7
4,177,9
4,969,9
4,192,7
4,3467,7
4,694,5
4,476,7
4,656,8
4,238,7
4,644,7
4,4551,9
4,155,5
4,3091,9
4,1571,9
4,372,9
4,957,8
4,146,6
5,487,8
5,120,10
5,2963,10
5,32899,9
5,134,9
5,30240,6
5,256,8
5,36873,7
5,66,9
5,14713,10
5,5112,10
5,9656,9
5,33222,7
5,10460,8
5,36904,9
5,199,9
5,877,10
5,21863,8
5,7769,8
5,6045,10
5,846,10
5,24,10
5,3044,10
5,1261,7
5,6645,8
5,2034,9
5,6127,2
5,1218,7
5,37105,8
5,17777,6
6,6682,7
6,6372,7
6,4066,8
6,3485,7
6,32,9
6,6953,1
6,1894,3
6,11679,3
6,557,5
6,514,6
6,10713,7
6,9989,10
6,5947,9
6,6399,7
6,9782,7
6,3080,8
6,555,5
6,1709,6
6,6748,7
6,2167,9
6,1607,7
6,149,9
6,4795,6
6,2890,7
6,10197,9
6,54,7
6,1220,7
6,3165,7
6,9366,7
6,1943,10
6,1335,8
6,3358,9
6,11843,8
6,3468,7
6,2363,7
6,226,9
6,1535,7
6,276,6
6,4450,4
6,2237,7
6,1525,6
6,527,7
6,2897,6
6,4138,6
6,2251,9
6,9911,6
6,1650,7
6,5365,10
6,6281,6
6,2964,7
6,7024,4
6,8628,8
6,10294,7
6,11883,3
6,8857,7
6,874,6
6,512,7
6,121,10
6,10717,7
6,6950,3
6,1594,8
6,5681,9
6,3070,4
6,10161,8
6,71,7
6,451,7
6,7728,5
6,2961,7
6,1029,7
6,51,7
6,934,10
6,10396,8
6,2842,5
6,10715,8
6,3298,8
6,3772,5
6,1117,6
6,3604,8
6,3841,8
6,3447,5
6,2724,7
6,4966,5
6,908,6
6,5526,6
6,2274,6
6,8800,8
6,1120,6
6,8728,7
6,11981,10
6,20,5
6,4548,7
6,8460,6
6,65,7
6,2236,9
6,597,8
6,1118,6
6,572,7
6,199,9
6,6746,10
6,1566,9
6,9756,10
6,5080,4
6,9777,4
6,5957,7
6,1004,8
6,1640,6
6,433,8
6,6535,4
6,10721,10
6,10067,8
6,11689,3
6,1047,8
6,7054,8
6,10298,6
6,11915,3
6,413,1
6,8074,7
6,1982,7
6,6984,8
6,2201,5
6,3901,9
6,9941,10
6,11073,6
6,6553,8
6,688,7
6,3401,7
6,2404,7
6,8178,7
6,5118,9
6,5630,8
6,8408,9
6,6641,7
6,6637,7
6,468,9
6,8939,7
6,10477,9
6,4814,10
6,1,6
6,228,7
6,1852,7
6,2144,3
6,553,9
6,8297,5
6,2759,8
6,6877,6
6,30,8
6,801,8
6,8348,7
6,9598,7
6,4134,5
6,9001,9
6,850,9
6,4158,7
6,323,9
6,376,6
6,7337,8
6,279,8
6,3737,5
6,6505,9
6,467,8
6,10519,2
6,11795,8
6,11869,6
6,5356,9
6,4059,9
6,3466,8
6,10622,8
6,1496,5
6,1121,6
6,1554,6
6,2596,8
6,43,9
6,10620,8
6,7031,4
6,8339,8
6,1205,10
6,1313,7
6,7596,8
6,1223,9
6,6548,8
6,486,9
6,522,7
6,164,10
6,5141,9
6,2768,7
6,4107,9
6,3588,7
6,2605,8
6,6721,5
6,4705,6
6,3594,8
6,2904,8
6,1606,6
6,227,6
6,10491,3
6,6607,3
6,430,8
6,1972,7
6,9331,8
6,4182,7
6,6547,10
6,4793,6
6,6064,5
6,3057,2
6,4792,6
6,3652,9
6,979,6
6,552,7
6,659,8
6,2025,7
6,916,5
6,8063,8
6,7059,7
6,8187,7
6,4130,6
6,3087,8
6,1379,9
6,2161,6
6,2001,10
6,11691,7
6,5163,8
6,4715,9
6,6616,10
6,2290,6
6,849,10
6,523,7
6,12079,7
6,6351,8
6,689,8
6,442,7
6,2616,6
6,7030,5
6,6880,7
6,7472,7
6,256,9
7,11499,7
7,10162,10
7,18245,8
7,14227,9
7,2926,7
7,11757,8
7,20785,8
7,11433,9
7,8074,7
7,7054,8
7,6547,9
7,18897,7
7,15315,8
7,15775,9
7,8476,7
7,16067,7
7,14833,7
7,10521,9
7,2476,7
7,21405,8
7,19163,8
7,710,6
7,102,7
7,21995,8
7,8425,8
7,15809,8
7,11597,7
7,15379,8
7,7791,9
7,6007,9
7,5081,8
7,9756,8
7,4181,10
7,22319,9
7,6682,6
7,16001,8
7,19815,8
7,16498,8
7,2167,9
7,19221,7
7,8676,8
7,21881,7
7,9617,10
7,15037,7
7,10620,9
7,22199,8
7,6880,7
7,11981,9
7,8407,5
7,5680,9
7,13161,7
7,10793,8
7,199,10
7,7647,7
7,22789,9
7,14289,9
8,31,8
8,32093,8
8,226,7
8,31297,9
8,11701,7
8,578,9
8,16742,5
8,30,9
9,934,9
10,19151,7
10,1575,10
10,28677,9
10,5940,7
10,25159,8
10,8,10
10,10620,9
10,17265,10
10,27831,9
10,21511,7
10,21353,7
10,6746,10
10,19111,9
10,18119,10
10,18897,10
10,24,9
10,27787,9
10,24231,8
10,14027,8
10,23233,7
10,10321,8
10,25879,9
10,7791,8
10,8074,8
10,19769,7
10,57,10
10,8792,5
10,12711,8
10,25731,7
10,1119,7
10,18277,10
10,21507,8
10,1313,8
10,21881,8
10,3588,10
10,764,8
10,263,9
10,8525,9
10,8769,10
10,2993,8
10,1535,10
10,23079,7
10,10020,9
10,10080,10
10,11757,8
10,3323,6
10,15315,9
10,1731,7
10,23289,10
10,16894,9
10,10521,10
10,11763,7
10,2251,9
10,17729,9
10,5355,8
10,28171,9
10,5680,9
10,527,8
10,164,7
10,8408,8
10,28121,8
10,22877,8
10,4214,9
10,19221,9
10,21405,10
10,7769,7
10,21563,7
10,6280,4
10,4224,10
10,18857,9
10,22265,9
10,16706,10
10,14813,8
10,6347,9
10,23421,8
10,10897,7
10,19815,10
10,853,9
10,3901,9
10,17641,8
10,2952,8
10,1118,6
10,23945,7
10,846,10
10,11111,9
10,20853,9
10,1123,7
10,16498,10
10,18115,9
10,10794,9
10,2904,10
10,9355,9
10,6802,10
10,23273,10
10,5114,10
10,13659,9
10,18507,9
10,10719,9
10,22199,9
10,5681,8
10,14749,9
10,21177,8
10,20045,8
10,7817,7
10,8675,8
10,19855,7
10,199,9
10,14513,9
10,9041,9
10,23847,8
10,3791,9
10,15051,9
10,17247,10
10,25157,9
11,523,10
11,16011,10
11,23321,10
11,223,10
11,16417,10
11,16524,10
11,565,10
11,4726,10
11,14813,10
11,936,10
11,16662,10
11,31964,10
11,4437,10
11,16870,10
11,14749,10
11,813,10
11,1735,10
11,16498,10
11,873,10
11,28121,10
11,19369,10
11,6325,10
11,27775,10
11,8246,10
11,2144,10
11,48,10
11,11375,10
11,16335,10
11,13667,10
11,20,10
11,34497,10
11,1313,10
11,12477,10
11,442,10
11,3269,10
11,5681,10
11,5114,10
11,14283,10
11,2472,10
11,552,10
11,431,10
11,11021,10
12,47,7
12,861,10
12,2759,9
12,1530,8
12,120,8
12,1810,8
12,2924,10
12,2159,8
12,330,8
12,849,9
12,2034,9
12,2236,9
12,1576,8
12,1887,9
12,3088,9
12,486,9
13,2025,8
13,268,8
13,9919,7
13,1,9
13,121,8
13,30806,4
13,3588,8
13,25777,9
13,6682,7
13,30,10
13,6747,5
13,32937,8
13,28791,8
13,19489,9
13,11741,8
13,23281,9
13,22135,9
13,10165,8
13,33206,9
13,38668,8
13,14719,7
13,34599,9
13,38524,9
13,15109,7
13,20899,8
13,21843,7
13,6573,8
13,777,9
13,23283,9
13,4901,9
13,10588,6
13,30831,7
13,3342,7
13,889,8
13,8074,5
13,23273,9
13,9989,9
13,14349,9
13,10490,3
13,13601,8
13,10793,6
13,5034,6
13,1482,7
13,32182,9
13,9253,9
13,10620,6
13,22199,7
13,35760,8
13,11077,8
13,6547,8
13,22535,8
13,3366,7
13,31240,8
13,1575,9
13,21821,3
13,2904,9
13,4581,5
13,16592,4
13,26055,8
13,6702,7
13,11061,10
13,18679,7
13,28223,9
13,18153,8
13,19815,9
13,11757,7
13,16498,8
13,37510,9
13,1726,8
13,33352,8
13,270,7
13,33,9
13,2001,9
13,21353,7
14,392,8
14,225,5
14,482,7
14,502,10
14,527,10
14,341,6
15,9379,5
15,3230,5
15,237,7
15,30911,6
15,13663,5
15,21431,5
15,32648,6
15,8424,5
15,45,7
15,28677,5
15,33091,7
15,8861,6
15,34881,4
15,28755,6
15,846,7
15,36633,4
15,177,6
15,442,6
15,29786,7
15,33421,6
15,8841,6
15,22865,6
15,10165,7
15,24439,6
15,37210,6
15,738,7
15,24,7
15,35507,7
15,25157,5
15,1722,6
15,133,5
15,15225,5
15,11757,5
15,10163,6
15,30484,9
15,4186,6
15,13161,5
15,25345,8
15,11597,6
15,31758,7
15,19221,6
15,249,7
15,31964,6
15,3588,6
15,32182,6
15,2026,7
15,23321,8
15,8525,7
15,37510,7
15,1679,3
15,32281,8
15,317,7
15,31904,5
15,1086,6
15,356,7
15,34126,5
15,15809,6
15,10080,8
15,20031,6
15,35073,6
15,1557,6
15,15689,6
15,5081,7
15,32188,6
15,6547,7
15,20,7
15,68,7
15,28121,5
15,503,2
15,37446,5
15,31859,7
15,33674,8
15,2251,8
15,32262,5
15,33082,7
15,170,6
15,18277,6
15,15315,6
15,37675,6
15,17265,7
15,19163,6
15,28999,7
15,27991,7
15,8516,5
15,31339,7
15,189,6
15,31716,5
15,3332,5
15,28497,7
15,37105,8
15,9213,6
15,6922,7
15,1749,5
15,1536,6
15,28701,7
15,22319,6
15,31240,8
15,26055,8
15,476,6
15,16904,6
15,861,7
15,1689,7
15,28979,6
15,14719,5
15,37349,6
15,3455,5
15,276,6
15,36027,4
15,14515,5
15,516,6
15,36296,7
15,10711,4
15,21327,5
15,29035,5
15,11617,6
15,30544,7
15,19815,6
15,2993,6
15,37779,8
15,14741,5
15,34902,5
15,29803,7
15,12581,4
15,10087,8
15,9181,6
15,881,3
15,11111,6
15,32937,7
15,37430,7
15,30296,7
15,2952,8
15,969,7
15,18095,5
15,71,6
15,22297,6
15,32615,7
15,30015,6
15,10793,8
15,31737,7
15,33206,6
15,30276,7
15,957,5
15,11741,8
15,74,5
15,24705,6
15,13759,6
15,31757,7
15,31772,6
15,2001,8
15,32438,5
15,793,6
15,23233,7
15,4224,7
15,232,5
15,11843,7
15,3594,6
15,5781,6
15,4654,6
15,14467,7
15,9253,9
15,251,5
15,27631,6
15,209,5
15,28,5
15,31163,7
15,1218,5
16,5356,7
16,32282,7
16,6547,10
16,4151,4
16,25157,8
16,6922,7
16,7193,8
16,28891,7
16,2251,8
16,13807,6
16,19367,4
16,6634,10
16,30503,8
16,24873,4
16,10196,5
16,3422,5
16,1564,1
16,28725,7
16,20449,7
16,8100,8
16,10417,7
16,12549,10
16,16518,4
16,24031,5
16,357,6
16,31430,8
16,23673,6
16,15201,7
16,12175,5
16,22097,7
16,21511,8
16,11741,10
16,10298,9
16,15315,10
16,22199,7
16,10714,7
16,16732,5
16,13863,6
16,24655,8
16,22961,9
16,6211,7
16,19769,4
16,6956,6
16,24439,8
16,13667,6
16,28817,7
16,4975,8
16,8074,10
16,13391,8
16,10456,9
16,11021,8
16,22319,9
16,3455,7
16,4382,5
16,1482,9
16,10156,2
16,12879,5
16,25731,3
16,30307,5
16,11737,7
16,16009,7
16,19151,1
16,21431,5
16,16035,10
16,11285,3
16,16512,8
16,849,6
16,11179,7
16,21561,8
16,23121,8
16,850,1
16,5277,7
16,20541,8
16,2951,6
16,14353,10
16,226,8
16,10711,7
16,6707,8
16,11633,8
16,8577,9
16,12581,10
16,9367,7
16,28617,7
16,10087,10
16,16706,7
16,23283,8
16,1575,9
16,31338,7
16,10893,7
16,10079,6
16,18507,7
16,22877,7
16,3785,3
16,22663,6
16,22147,8
16,17641,6
16,29589,6
16,8086,7
16,10719,8
16,5675,9
16,12355,6
16,7465,8
16,11761,10
16,2144,3
16,143,1
16,23079,6
16,30749,6
16,32380,9
16,30806,8
16,6325,6
16,14967,8
16,16982,6
16,32998,9
16,8407,9
16,15051,5
16,5507,5
16,27387,7
16,1719,8
16,6682,10
16,19369,8
16,33028,7
16,10075,7
16,30458,7
16,79,9
16,10110,9
16,4437,7
16,23209,7
16,16011,8
16,21267,6
16,8769,7
16,21339,8
16,30711,8
16,18115,8
16,10490,7
16,14653,7
16,23281,7
16,10611,8
16,6500,8
16,31318,7
16,384,2
16,406,4
16,21821,6
16,30251,4
16,3457,8
16,7592,9
16,10717,8
16,5337,1
16,26443,8
16,28497,5
16,15225,8
16,10918,5
16,24703,10
16,16355,6
16,4618,4
16,25835,8
16,20903,7
16,36098,8
16,9750,8
16,22865,9
16,10715,6
16,14227,5
16,18617,7
16,32189,8
16,30321,10
16,21177,7
16,20543,5
16,27927,6
16,10740,1
16,18277,10
16,8277,3
16,10793,10
16,18495,3
16,13599,6
16,18119,7
16,24469,3
16,32935,8
16,23199,7
16,23269,1
16,15335,9
16,7054,9
16,11617,10
16,6205,7
16,918,7
16,32023,6
16,18001,4
16,5593,7
16,16904,10
16,24459,5
16,20,7
16,26023,10
16,30544,7
16,16890,4
16,2026,9
16,24833,8
16,18153,7
16,29513,6
16,31240,8
16,25183,5
16,15119,3
16,21995,4
16,12531,9
16,12365,9
16,21185,7
16,11783,9
16,12865,2
16,21845,6
16,13333,7
16,11785,7
16,13331,9
16,28907,7
16,2369,7
16,28979,5
16,3712,10
16,32094,6
16,121,8
16,24629,7
16,10163,9
16,17895,8
16,19855,7
16,23289,6
16,28701,9
16,31637,9
16,17831,7
16,9515,10
16,31326,7
16,13367,5
16,10460,7
16,14765,9
16,30091,6
16,251,9
16,10408,8
16,9790,7
16,22265,6
16,6787,2
16,28999,9
16,1726,7
16,9917,1
16,19703,5
16,27967,2
16,120,7
16,1525,1
16,21327,8
16,22297,6
16,25429,3
16,25397,6
16,916,4
16,10155,9
16,15197,8
16,27831,4
16,19163,10
16,10624,7
16,4999,8
16,9734,7
16,6746,8
16,25159,6
16,6920,4
16,18411,5
16,4063,3
16,20785,8
16,12419,8
16,16049,7
16,27655,8
16,21353,3
16,1639,10
16,9989,10
16,2759,4
16,8675,4
16,16524,9
16,30365,5
16,1067,6
16,30015,7
16,12445,10
16,1829,7
16,6114,10
16,31636,5
16,11771,10
16,4192,8
16,9741,7
16,1818,4
16,9863,9
16,24231,4
16,1689,6
16,5530,10
16,2025,10
16,8536,1
16,21507,4
16,28791,8
16,11697,3
16,9041,7
16,8424,10
16,22835,10
16,17729,7
16,14199,2
16,10578,9
16,17397,10
16,24997,5
16,21809,6
16,32867,7
16,32188,8
16,7674,7
16,31442,7
16,10049,10
16,8630,8
16,18897,7
16,31927,7
16,5682,8
16,11433,7
16,18041,6
16,3941,8
16,857,4
16,23847,7
16,15583,9
16,2404,9
16,20689,7
16,14075,10
16,28171,8
16,21273,4
16,10659,3
16,4186,5
16,20939,10
16,17535,8
16,5525,5
16,4726,7
16,5958,9
16,21189,7
16,12565,8
16,11933,9
16,33421,7
16,7769,8
16,32245,8
16,11005,9
16,33433,6
16,13411,8
16,28927,9
16,26349,8
16,10589,7
16,30925,3
16,6166,6
16,14479,10
16,7791,7
16,6979,3
16,11013,9
16,11739,7
16,13659,8
16,64,7
16,877,7
16,527,2
16,18247,4
16,7472,8
16,18679,10
16,31914,6
16,9919,9
16,442,6
16,11227,5
16,15133,6
16,31859,6
16,31553,7
16,382,4
16,14189,10
16,30296,6
16,10405,4
16,5781,7
16,15451,10
16,1195,10
16,11887,8
16,5940,5
16,12673,7
16,27991,8
16,9969,8
16,14527,6
16,2927,4
16,2904,9
16,30363,5
16,28677,10
16,2248,5
16,2924,6
16,17777,3
16,1889,7
16,25313,6
16,21033,3
16,27833,4
16,23321,7
16,269,8
16,2156,1
16,600,4
16,14349,6
16,6347,10
16,3089,4
16,356,7
16,12049,8
16,13601,9
16,23273,6
16,28977,10
16,31737,7
16,20787,8
16,23277,6
16,8425,7
16,1840,10
16,24781,10
16,20457,4
16,5342,10
16,12413,9
16,31821,6
16,21659,8
16,9379,10
16,2418,7
16,14811,8
16,20973,8
16,6443,5
16,3919,8
16,28883,5
16,23233,7
16,35790,8
16,24705,4
16,10702,4
16,29095,8
16,10080,10
16,9745,10
16,14833,7
16,24415,7
16,23755,10
16,8516,10
16,6987,10
16,30240,8
16,10308,6
16,30514,5
16,15771,8
16,31798,7
16,6573,10
16,2993,7
16,1565,1
16,395,2
16,5114,9
16,9253,10
16,23309,9
16,21603,7
16,34612,10
16,1535,8
16,4896,10
16,15883,3
16,12189,8
16,29803,9
16,31710,5
16,13161,10
16,257,3
16,19023,5
16,10790,10
16,22729,10
16,19221,10
16,27631,8
16,11759,9
16,227,5
16,6919,7
16,14293,7
16,133,5
16,3588,9
16,9736,7
16,8841,10
16,22043,8
16,17265,7
16,165,5
16,22123,3
16,37806,3
16,11499,10
16,31754,6
16,15809,7
16,15565,6
16,11319,10
16,23133,7
16,18523,7
16,7724,8
16,16894,10
16,21039,3
16,21863,10
16,12671,1
16,33021,4
16,20507,9
16,20853,5
16,6862,7
16,1276,6
16,14345,9
16,32214,4
16,19021,7
16,27957,5
16,12783,9
16,20931,6
16,4898,8
16,11843,9
16,31580,6
16,17247,6
16,18229,10
16,9617,7
16,2163,6
16,10568,10
16,33985,5
16,8246,8
16,32360,8
16,17827,6
16,14467,10
16,4224,10
16,18671,7
16,14513,10
16,23421,5
16,19685,7
17,21995,10
17,16498,10
17,5114,10
17,121,10
17,23273,10
17,93,10
17,27821,10
17,15039,10
17,9989,10
17,5,10
17,430,10
17,145,10
17,435,10
17,10408,10
17,1535,10
17,22319,9
17,30503,10
17,31043,10
17,1954,10
17,392,9
17,813,10
17,9756,10
18,1210,9
18,36538,7
18,15809,10
18,4059,7
18,3446,8
18,2025,10
18,326,8
18,11577,10
18,6884,5
18,32949,7
18,66,8
18,31715,7
18,10165,8
18,3974,8
18,18045,4
18,32648,7
18,28735,8
18,8100,7
18,22117,8
18,20651,7
18,885,5
18,10191,9
18,1689,8
18,10090,7
18,395,8
18,3782,7
18,1530,10
18,32615,8
18,24687,8
18,18507,7
18,73,7
18,30503,8
18,20977,6
18,14749,7
18,15335,8
18,4835,8
18,10863,8
18,3342,8
18,2594,7
18,5341,9
18,5300,9
18,22433,7
18,35120,8
18,601,5
18,32902,8
18,20507,9
18,30709,8
18,11981,9
18,10162,9
18,21877,8
18,20853,7
18,12053,8
18,22763,8
18,14397,9
18,6219,8
18,4282,8
18,7465,8
18,18139,7
18,5081,10
18,17831,4
18,10798,9
18,15225,7
18,33352,6
18,617,8
18,8187,6
18,565,8
18,24151,7
18,431,10
18,9581,5
18,30458,8
18,14349,8
18,21843,8
18,7338,10
18,18099,7
18,586,9
18,6610,9
18,11433,9
18,8516,10
18,22135,9
18,23385,7
18,578,8
18,23673,7
18,13709,5
18,6880,8
18,10805,7
18,22319,9
18,21771,2
18,21995,8
18,15689,8
18,15037,8
18,195,8
18,16636,6
18,11771,7
18,20907,7
18,2251,10
18,17741,9
18,17641,7
18,10408,7
18,2969,8
18,28121,6
18,14833,7
18,34240,6
18,543,10
18,13125,9
18,468,8
18,38422,8
18,2154,7
18,11665,10
18,2167,9
18,23327,7
18,777,7
18,1,8
18,37521,10
18,1829,7
18,5114,10
18,17082,8
18,13377,7
18,30206,5
18,11757,9
18,32015,7
18,31772,8
18,32182,9
18,31174,8
18,6547,6
18,21797,8
18,54,7
18,15879,5
18,384,9
18,548,7
18,6372,8
18,12893,8
18,23755,7
18,38000,9
18,37171,8
18,34612,7
18,25183,7
18,33253,7
18,4107,8
18,430,8
18,20903,7
18,16049,8
18,33674,9
18,12467,6
18,21939,8
18,317,7
18,1723,5
18,7805,4
18,8525,7
18,6675,9
18,2623,8
18,36275,7
18,30585,5
18,5681,8
18,5074,9
18,13335,8
18,23317,7
18,2210,6
18,3167,8
18,1818,9
18,72,8
18,1047,7
18,16528,8
18,376,7
18,3323,8
18,2216,10
18,36286,7
18,9656,10
18,22147,8
18,14813,10
18,7728,7
18,21431,7
18,7902,9
18,9204,8
18,302,9
18,3784,9
18,1454,9
18,20031,9
18,31580,8
18,23209,6
18,3087,7
18,3299,6
18,35557,9
18,38826,8
18,437,8
18,12355,8
18,37675,7
18,15359,6
18,33323,6
18,35760,9
18,21659,6
18,38993,5
18,23199,6
18,2759,8
18,18857,9
18,10470,7
18,27633,8
18,3901,10
18,29786,5
18,10448,7
18,18413,7
18,9756,6
18,26243,8
18,15963,7
18,5909,8
18,226,8
18,16001,10
18,2129,10
18,31859,8
18,14199,4
18,29803,8
18,16706,8
18,9332,8
18,6637,7
18,30347,8
18,2246,10
18,14289,3
18,11313,8
18,27821,9
18,22839,6
18,849,8
18,16664,8
18,33,9
18,1430,8
18,790,10
18,875,8
18,416,6
18,6641,4
18,34591,8
18,2756,8
18,20021,8
18,513,8
18,8713,5
18,10020,10
18,1827,8
18,35015,7
18,884,8
18,28701,8
18,1030,8
18,11979,6
18,3508,8
18,323,7
18,16918,7
18,10502,8
18,2890,7
18,20449,6
18,16518,4
18,12115,10
18,13055,7
18,22057,3
18,8129,7
18,522,7
18,4970,5
18,27831,6
18,6045,10
18,28069,7
18,31798,5
18,1379,9
18,11887,10
18,31240,9
18,5204,8
18,5998,6
18,9062,7
18,25781,8
18,18153,9
18,21561,7
18,20457,5
18,6573,10
18,11633,5
18,21405,7
18,71,7
18,37105,8
18,32485,9
18,13601,8
18,47,7
18,20889,7
18,256,7
18,37996,8
18,6421,8
18,9253,10
18,13585,5
18,10067,6
18,16353,8
18,11113,6
18,22535,10
18,16149,9
18,31704,8
18,19211,7
18,14765,7
18,2236,9
18,10379,10
18,21325,6
18,164,8
18,39741,9
18,12113,10
18,16662,6
18,33032,8
18,13863,9
18,28149,8
18,19815,7
18,10218,9
18,6347,10
18,16742,6
18,7724,9
18,2542,7
18,37514,8
18,18897,8
18,37623,8
18,4106,8
18,35608,7
18,2966,9
18,38002,8
18,268,7
18,20931,7
18,28299,7
18,15891,3
18,21085,8
18,14811,7
18,205,9
18,14277,6
18,22145,7
18,30919,4
18,3089,8
18,12531,9
18,1462,6
18,37510,8
18,13833,6
18,28999,8
18,30831,9
18,23283,8
18,2746,7
18,31043,9
18,1033,5
18,1961,7
18,5365,7
18,4163,9
18,21863,6
18,2926,8
18,19775,9
18,19221,6
18,24893,9
18,25241,7
18,28223,8
18,20767,8
18,1072,6
18,7193,7
18,12883,5
18,11441,7
18,23945,7
18,11741,10
18,6746,9
18,37999,7
18,23447,6
18,16009,7
18,11739,7
18,1901,7
